Microsoft (R) COFF/PE Dumper Version 14.33.31630.0
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file D:\Projects\MouriNaruto\ntdll-crt-analysis\ntdll.dll\10.0.16299.15\arm64\ntdll.dll

File Type: DLL

  Section contains the following exports for ntdll.dll

    00000000 characteristics
    FCCC3633 time date stamp
        0.00 version
           8 ordinal base
        2317 number of functions
        2316 number of names

    ordinal hint RVA      name

       1591  62E 000920E0 TpAllocJobNotification
       1592  62F 0002E7A0 TpAllocPool
       1593  630 00032CE0 TpAllocTimer
       1594  631 00032BA0 TpAllocWait
       1595  632 00037020 TpAllocWork
       1596  633 00123570 TpAlpcRegisterCompletionList
       1597  634 001235D0 TpAlpcUnregisterCompletionList
       1598  635 00123BC0 TpCallbackDetectedUnrecoverableError
       1599  636 00036580 TpCallbackIndependent
       1600  637 00027ED0 TpCallbackLeaveCriticalSectionOnCompletion
       1601  638 00036520 TpCallbackMayRunLong
       1602  639 00123C00 TpCallbackReleaseMutexOnCompletion
       1603  63A 00123C40 TpCallbackReleaseSemaphoreOnCompletion
       1604  63B 0004EC00 TpCallbackSendAlpcMessageOnCompletion
       1605  63C 00123C80 TpCallbackSendPendingAlpcMessage
       1606  63D 00098D60 TpCallbackSetEventOnCompletion
       1607  63E 00095AD0 TpCallbackUnloadDllOnCompletion
       1608  63F 0002F060 TpCancelAsyncIoOperation
       1609  640 000951B0 TpCaptureCaller
       1610  641 0008CB90 TpCheckTerminateWorker
       1611  642 00123CD0 TpDbgDumpHeapUsage
       1612  643 00027FE0 TpDbgSetLogRoutine
       1613  644 001236D0 TpDisablePoolCallbackChecks
       1614  645 000946D0 TpDisassociateCallback
       1615  646 000337B0 TpIsTimerSet
       1616  647 00058EB0 TpPostWork
       1617  648 00123720 TpQueryPoolStackInformation
       1618  649 000376E0 TpReleaseAlpcCompletion
       1619  64A 00092880 TpReleaseCleanupGroup
       1620  64B 0002E040 TpReleaseCleanupGroupMembers
       1621  64C 0002E9E0 TpReleaseIoCompletion
       1622  64D 00091F40 TpReleaseJobNotification
       1623  64E 000947A0 TpReleasePool
       1624  64F 00032AE0 TpReleaseTimer
       1625  650 00031C30 TpReleaseWait
       1626  651 00032EB0 TpReleaseWork
       1627  652 00123780 TpSetDefaultPoolMaxThreads
       1628  653 0002E610 TpSetDefaultPoolStackInformation
       1629  654 000375A0 TpSetPoolMaxThreads
       1630  655 00094EA0 TpSetPoolMaxThreadsSoftLimit
       1631  656 000968D0 TpSetPoolMinThreads
       1632  657 0002E750 TpSetPoolStackInformation
       1633  658 00098BA0 TpSetPoolThreadBasePriority
       1634  659 00037610 TpSetPoolWorkerThreadIdleTimeout
       1635  65A 00033580 TpSetTimer
       1636  65B 00033860 TpSetTimerEx
       1637  65C 00032DB0 TpSetWait
       1638  65D 00033590 TpSetWaitEx
       1639  65E 000373A0 TpSimpleTryPost
       1640  65F 00033970 TpStartAsyncIoOperation
       1641  660 000364D0 TpTimerOutstandingCallbackCount
       1642  661 00080BA0 TpTrimPools
       1643  662 00037AB0 TpWaitForAlpcCompletion
       1644  663 0002E5B0 TpWaitForIoCompletion
       1645  664 00091F00 TpWaitForJobNotification
       1646  665 00032DC0 TpWaitForTimer
       1647  666 000371C0 TpWaitForWait
       1648  667 00097F40 TpWaitForWork
       1649  668 000950E0 VerSetConditionMask
       1650  669 000E8E00 WerReportExceptionWorker
       1651  66A 000E9A30 WerReportSQMEvent
       1652  66B 00027FE0 WinSqmAddToAverageDWORD
       1653  66C 00027FE0 WinSqmAddToStream
       1654  66D 00027FE0 WinSqmAddToStreamEx
       1655  66E 000973F0 WinSqmCheckEscalationAddToStreamEx
       1656  66F 000973F0 WinSqmCheckEscalationSetDWORD
       1657  670 000973F0 WinSqmCheckEscalationSetDWORD64
       1658  671 000973F0 WinSqmCheckEscalationSetString
       1659  672 00078020 WinSqmCommonDatapointDelete
       1660  673 00078020 WinSqmCommonDatapointSetDWORD
       1661  674 00078020 WinSqmCommonDatapointSetDWORD64
       1662  675 00078020 WinSqmCommonDatapointSetStreamEx
       1663  676 00078020 WinSqmCommonDatapointSetString
       1664  677 00027FE0 WinSqmEndSession
       1665  678 000973F0 WinSqmEventEnabled
       1666  679 000973F0 WinSqmEventWrite
       1667  67A 000973F0 WinSqmGetEscalationRuleStatus
       1668  67B 000E9E30 WinSqmGetInstrumentationProperty
       1669  67C 00027FE0 WinSqmIncrementDWORD
       1670  67D 000973F0 WinSqmIsOptedIn
       1671  67E 000973F0 WinSqmIsOptedInEx
       1672  67F 00078020 WinSqmIsSessionDisabled
       1673  680 00027FE0 WinSqmSetDWORD
       1674  681 00027FE0 WinSqmSetDWORD64
       1675  682 00078020 WinSqmSetEscalationInfo
       1676  683 00027FE0 WinSqmSetIfMaxDWORD
       1677  684 00027FE0 WinSqmSetIfMinDWORD
       1678  685 00027FE0 WinSqmSetString
       1679  686 00099780 WinSqmStartSession
       1680  687 00099780 WinSqmStartSessionForPartner
       1681  688 000973F0 WinSqmStartSqmOptinListener
       1682  689 000224D0 ZwAcceptConnectPort
       1683  68A 000224B0 ZwAccessCheck
       1684  68B 00022740 ZwAccessCheckAndAuditAlarm
       1685  68C 00022AE0 ZwAccessCheckByType
       1686  68D 00022A40 ZwAccessCheckByTypeAndAuditAlarm
       1687  68E 00022AF0 ZwAccessCheckByTypeResultList
       1688  68F 00022B00 ZwAccessCheckByTypeResultListAndAuditAlarm
       1689  690 00022B10 ZwAccessCheckByTypeResultListAndAuditAlarmByHandle
       1690  691 00022B20 ZwAcquireProcessActivityReference
       1691  692 00022920 ZwAddAtom
       1692  693 00022B30 ZwAddAtomEx
       1693  694 00022B40 ZwAddBootEntry
       1694  695 00022B50 ZwAddDriverEntry
       1695  696 00022B60 ZwAdjustGroupsToken
       1696  697 000228C0 ZwAdjustPrivilegesToken
       1697  698 00022B70 ZwAdjustTokenClaimsAndDeviceGroups
       1698  699 00022B80 ZwAlertResumeThread
       1699  69A 00022B90 ZwAlertThread
       1700  69B 00022BA0 ZwAlertThreadByThreadId
       1701  69C 00022BB0 ZwAllocateLocallyUniqueId
       1702  69D 00022BC0 ZwAllocateReserveObject
       1703  69E 00022BD0 ZwAllocateUserPhysicalPages
       1704  69F 00022BE0 ZwAllocateUuids
       1705  6A0 00022630 ZwAllocateVirtualMemory
       1706  6A1 00022BF0 ZwAlpcAcceptConnectPort
       1707  6A2 00022C00 ZwAlpcCancelMessage
       1708  6A3 00022C10 ZwAlpcConnectPort
       1709  6A4 00022C20 ZwAlpcConnectPortEx
       1710  6A5 00022C30 ZwAlpcCreatePort
       1711  6A6 00022C40 ZwAlpcCreatePortSection
       1712  6A7 00022C50 ZwAlpcCreateResourceReserve
       1713  6A8 00022C60 ZwAlpcCreateSectionView
       1714  6A9 00022C70 ZwAlpcCreateSecurityContext
       1715  6AA 00022C80 ZwAlpcDeletePortSection
       1716  6AB 00022C90 ZwAlpcDeleteResourceReserve
       1717  6AC 00022CA0 ZwAlpcDeleteSectionView
       1718  6AD 00022CB0 ZwAlpcDeleteSecurityContext
       1719  6AE 00022CC0 ZwAlpcDisconnectPort
       1720  6AF 00022CD0 ZwAlpcImpersonateClientContainerOfPort
       1721  6B0 00022CE0 ZwAlpcImpersonateClientOfPort
       1722  6B1 00022CF0 ZwAlpcOpenSenderProcess
       1723  6B2 00022D00 ZwAlpcOpenSenderThread
       1724  6B3 00022D10 ZwAlpcQueryInformation
       1725  6B4 00022D20 ZwAlpcQueryInformationMessage
       1726  6B5 00022D30 ZwAlpcRevokeSecurityContext
       1727  6B6 00022D40 ZwAlpcSendWaitReceivePort
       1728  6B7 00022D50 ZwAlpcSetInformation
       1729  6B8 00022970 ZwApphelpCacheControl
       1730  6B9 00022D60 ZwAreMappedFilesTheSame
       1731  6BA 00022D70 ZwAssignProcessToJobObject
       1732  6BB 00022D80 ZwAssociateWaitCompletionPacket
       1733  6BC 00022D90 ZwCallEnclave
       1734  6BD 00022500 ZwCallbackReturn
       1735  6BE 00022A80 ZwCancelIoFile
       1736  6BF 00022DA0 ZwCancelIoFileEx
       1737  6C0 00022DB0 ZwCancelSynchronousIoFile
       1738  6C1 00022AC0 ZwCancelTimer
       1739  6C2 00022DC0 ZwCancelTimer2
       1740  6C3 00022DD0 ZwCancelWaitCompletionPacket
       1741  6C4 00022890 ZwClearEvent
       1742  6C5 000225A0 ZwClose
       1743  6C6 00022860 ZwCloseObjectAuditAlarm
       1744  6C7 00022DE0 ZwCommitComplete
       1745  6C8 00022DF0 ZwCommitEnlistment
       1746  6C9 00022E00 ZwCommitRegistryTransaction
       1747  6CA 00022E10 ZwCommitTransaction
       1748  6CB 00022E20 ZwCompactKeys
       1749  6CC 00022E30 ZwCompareObjects
       1750  6CD 00022E40 ZwCompareSigningLevels
       1751  6CE 00022E50 ZwCompareTokens
       1752  6CF 00022E60 ZwCompleteConnectPort
       1753  6D0 00022E70 ZwCompressKey
       1754  6D1 00022E80 ZwConnectPort
       1755  6D2 000228E0 ZwContinue
       1756  6D3 00022E90 ZwConvertBetweenAuxiliaryCounterAndPerformanceCounter
       1757  6D4 00022EA0 ZwCreateDebugObject
       1758  6D5 00022EB0 ZwCreateDirectoryObject
       1759  6D6 00022EC0 ZwCreateDirectoryObjectEx
       1760  6D7 00022ED0 ZwCreateEnclave
       1761  6D8 00022EE0 ZwCreateEnlistment
       1762  6D9 00022930 ZwCreateEvent
       1763  6DA 00022EF0 ZwCreateEventPair
       1764  6DB 00022A00 ZwCreateFile
       1765  6DC 00022F00 ZwCreateIRTimer
       1766  6DD 00022F10 ZwCreateIoCompletion
       1767  6DE 00022F20 ZwCreateJobObject
       1768  6DF 00022F30 ZwCreateJobSet
       1769  6E0 00022680 ZwCreateKey
       1770  6E1 00022F40 ZwCreateKeyTransacted
       1771  6E2 00022F50 ZwCreateKeyedEvent
       1772  6E3 00022F60 ZwCreateLowBoxToken
       1773  6E4 00022F70 ZwCreateMailslotFile
       1774  6E5 00022F80 ZwCreateMutant
       1775  6E6 00022F90 ZwCreateNamedPipeFile
       1776  6E7 00022FA0 ZwCreatePagingFile
       1777  6E8 00022FB0 ZwCreatePartition
       1778  6E9 00022FC0 ZwCreatePort
       1779  6EA 00022FD0 ZwCreatePrivateNamespace
       1780  6EB 00022FE0 ZwCreateProcess
       1781  6EC 00022980 ZwCreateProcessEx
       1782  6ED 00022FF0 ZwCreateProfile
       1783  6EE 00023000 ZwCreateProfileEx
       1784  6EF 00023010 ZwCreateRegistryTransaction
       1785  6F0 00023020 ZwCreateResourceManager
       1786  6F1 00022950 ZwCreateSection
       1787  6F2 00023030 ZwCreateSemaphore
       1788  6F3 00023040 ZwCreateSymbolicLinkObject
       1789  6F4 00022990 ZwCreateThread
       1790  6F5 00023050 ZwCreateThreadEx
       1791  6F6 00023060 ZwCreateTimer
       1792  6F7 00023070 ZwCreateTimer2
       1793  6F8 00023080 ZwCreateToken
       1794  6F9 00023090 ZwCreateTokenEx
       1795  6FA 000230A0 ZwCreateTransaction
       1796  6FB 000230B0 ZwCreateTransactionManager
       1797  6FC 000230C0 ZwCreateUserProcess
       1798  6FD 000230D0 ZwCreateWaitCompletionPacket
       1799  6FE 000230E0 ZwCreateWaitablePort
       1800  6FF 000230F0 ZwCreateWnfStateName
       1801  700 00023100 ZwCreateWorkerFactory
       1802  701 00023110 ZwDebugActiveProcess
       1803  702 00023120 ZwDebugContinue
       1804  703 000227F0 ZwDelayExecution
       1805  704 00023130 ZwDeleteAtom
       1806  705 00023140 ZwDeleteBootEntry
       1807  706 00023150 ZwDeleteDriverEntry
       1808  707 00023160 ZwDeleteFile
       1809  708 00023170 ZwDeleteKey
       1810  709 00023180 ZwDeleteObjectAuditAlarm
       1811  70A 00023190 ZwDeletePrivateNamespace
       1812  70B 000231A0 ZwDeleteValueKey
       1813  70C 000231B0 ZwDeleteWnfStateData
       1814  70D 000231C0 ZwDeleteWnfStateName
       1815  70E 00022520 ZwDeviceIoControlFile
       1816  70F 000231D0 ZwDisableLastKnownGood
       1817  710 000231E0 ZwDisplayString
       1818  711 000231F0 ZwDrawText
       1819  712 00022870 ZwDuplicateObject
       1820  713 000228D0 ZwDuplicateToken
       1821  714 00023200 ZwEnableLastKnownGood
       1822  715 00023210 ZwEnumerateBootEntries
       1823  716 00023220 ZwEnumerateDriverEntries
       1824  717 000227D0 ZwEnumerateKey
       1825  718 00023230 ZwEnumerateSystemEnvironmentValuesEx
       1826  719 00023240 ZwEnumerateTransactionObject
       1827  71A 000225E0 ZwEnumerateValueKey
       1828  71B 00023250 ZwExtendSection
       1829  71C 00023260 ZwFilterBootOption
       1830  71D 00023270 ZwFilterToken
       1831  71E 00023280 ZwFilterTokenEx
       1832  71F 000225F0 ZwFindAtom
       1833  720 00022960 ZwFlushBuffersFile
       1834  721 00023290 ZwFlushBuffersFileEx
       1835  722 000232A0 ZwFlushInstallUILanguage
       1836  723 000232B0 ZwFlushInstructionCache
       1837  724 000232C0 ZwFlushKey
       1838  725 000232D0 ZwFlushProcessWriteBuffers
       1839  726 000232E0 ZwFlushVirtualMemory
       1840  727 000232F0 ZwFlushWriteBuffer
       1841  728 00023300 ZwFreeUserPhysicalPages
       1842  729 00022690 ZwFreeVirtualMemory
       1843  72A 00023310 ZwFreezeRegistry
       1844  72B 00023320 ZwFreezeTransactions
       1845  72C 00022840 ZwFsControlFile
       1846  72D 00023330 ZwGetCachedSigningLevel
       1847  72E 00023340 ZwGetCompleteWnfStateSubscription
       1848  72F 00023350 ZwGetContextThread
       1849  730 00023360 ZwGetCurrentProcessorNumber
       1850  731 00023370 ZwGetCurrentProcessorNumberEx
       1851  732 00023380 ZwGetDevicePowerState
       1852  733 00023390 ZwGetMUIRegistryInfo
       1853  734 000233A0 ZwGetNextProcess
       1854  735 000233B0 ZwGetNextThread
       1855  736 000233C0 ZwGetNlsSectionPtr
       1856  737 000233D0 ZwGetNotificationResourceManager
       1857  738 000233E0 ZwGetWriteWatch
       1858  739 000233F0 ZwImpersonateAnonymousToken
       1859  73A 000226A0 ZwImpersonateClientOfPort
       1860  73B 00023400 ZwImpersonateThread
       1861  73C 00023410 ZwInitializeEnclave
       1862  73D 00023420 ZwInitializeNlsFiles
       1863  73E 00023430 ZwInitializeRegistry
       1864  73F 00023440 ZwInitiatePowerAction
       1865  740 000229A0 ZwIsProcessInJob
       1866  741 00023450 ZwIsSystemResumeAutomatic
       1867  742 00023460 ZwIsUILanguageComitted
       1868  743 00023470 ZwListenPort
       1869  744 00023480 ZwLoadDriver
       1870  745 00023490 ZwLoadEnclaveData
       1871  746 000234A0 ZwLoadHotPatch
       1872  747 000234B0 ZwLoadKey
       1873  748 000234C0 ZwLoadKey2
       1874  749 000234D0 ZwLoadKeyEx
       1875  74A 000234E0 ZwLockFile
       1876  74B 000234F0 ZwLockProductActivationKeys
       1877  74C 00023500 ZwLockRegistryKey
       1878  74D 00023510 ZwLockVirtualMemory
       1879  74E 00023520 ZwMakePermanentObject
       1880  74F 00023530 ZwMakeTemporaryObject
       1881  750 00023540 ZwManagePartition
       1882  751 00023550 ZwMapCMFModule
       1883  752 00023560 ZwMapUserPhysicalPages
       1884  753 000224E0 ZwMapUserPhysicalPagesScatter
       1885  754 00022730 ZwMapViewOfSection
       1886  755 00023570 ZwModifyBootEntry
       1887  756 00023580 ZwModifyDriverEntry
       1888  757 00023590 ZwNotifyChangeDirectoryFile
       1889  758 000235A0 ZwNotifyChangeDirectoryFileEx
       1890  759 000235B0 ZwNotifyChangeKey
       1891  75A 000235C0 ZwNotifyChangeMultipleKeys
       1892  75B 000235D0 ZwNotifyChangeSession
       1893  75C 00022A30 ZwOpenDirectoryObject
       1894  75D 000235E0 ZwOpenEnlistment
       1895  75E 000228B0 ZwOpenEvent
       1896  75F 000235F0 ZwOpenEventPair
       1897  760 000227E0 ZwOpenFile
       1898  761 00023600 ZwOpenIoCompletion
       1899  762 00023610 ZwOpenJobObject
       1900  763 000225D0 ZwOpenKey
       1901  764 00023620 ZwOpenKeyEx
       1902  765 00023630 ZwOpenKeyTransacted
       1903  766 00023640 ZwOpenKeyTransactedEx
       1904  767 00023650 ZwOpenKeyedEvent
       1905  768 00023660 ZwOpenMutant
       1906  769 00023670 ZwOpenObjectAuditAlarm
       1907  76A 00023680 ZwOpenPartition
       1908  76B 00023690 ZwOpenPrivateNamespace
       1909  76C 00022710 ZwOpenProcess
       1910  76D 000236A0 ZwOpenProcessToken
       1911  76E 000227B0 ZwOpenProcessTokenEx
       1912  76F 000236B0 ZwOpenRegistryTransaction
       1913  770 000236C0 ZwOpenResourceManager
       1914  771 00022820 ZwOpenSection
       1915  772 000236D0 ZwOpenSemaphore
       1916  773 000236E0 ZwOpenSession
       1917  774 000236F0 ZwOpenSymbolicLinkObject
       1918  775 00023700 ZwOpenThread
       1919  776 000226F0 ZwOpenThreadToken
       1920  777 000227A0 ZwOpenThreadTokenEx
       1921  778 00023710 ZwOpenTimer
       1922  779 00023720 ZwOpenTransaction
       1923  77A 00023730 ZwOpenTransactionManager
       1924  77B 00023740 ZwPlugPlayControl
       1925  77C 00022AA0 ZwPowerInformation
       1926  77D 00023750 ZwPrePrepareComplete
       1927  77E 00023760 ZwPrePrepareEnlistment
       1928  77F 00023770 ZwPrepareComplete
       1929  780 00023780 ZwPrepareEnlistment
       1930  781 00023790 ZwPrivilegeCheck
       1931  782 000237A0 ZwPrivilegeObjectAuditAlarm
       1932  783 000237B0 ZwPrivilegedServiceAuditAlarm
       1933  784 000237C0 ZwPropagationComplete
       1934  785 000237D0 ZwPropagationFailed
       1935  786 000229B0 ZwProtectVirtualMemory
       1936  787 000237E0 ZwPulseEvent
       1937  788 00022880 ZwQueryAttributesFile
       1938  789 000237F0 ZwQueryAuxiliaryCounterFrequency
       1939  78A 00023800 ZwQueryBootEntryOrder
       1940  78B 00023810 ZwQueryBootOptions
       1941  78C 00023820 ZwQueryDebugFilterState
       1942  78D 00022600 ZwQueryDefaultLocale
       1943  78E 000228F0 ZwQueryDefaultUILanguage
       1944  78F 00022800 ZwQueryDirectoryFile
       1945  790 00023830 ZwQueryDirectoryFileEx
       1946  791 00023840 ZwQueryDirectoryObject
       1947  792 00023850 ZwQueryDriverEntryOrder
       1948  793 00023860 ZwQueryEaFile
       1949  794 00022A10 ZwQueryEvent
       1950  795 00023870 ZwQueryFullAttributesFile
       1951  796 00023880 ZwQueryInformationAtom
       1952  797 00023890 ZwQueryInformationByName
       1953  798 000238A0 ZwQueryInformationEnlistment
       1954  799 000225C0 ZwQueryInformationFile
       1955  79A 000238B0 ZwQueryInformationJobObject
       1956  79B 000238C0 ZwQueryInformationPort
       1957  79C 00022640 ZwQueryInformationProcess
       1958  79D 000238D0 ZwQueryInformationResourceManager
       1959  79E 00022700 ZwQueryInformationThread
       1960  79F 000226C0 ZwQueryInformationToken
       1961  7A0 000238E0 ZwQueryInformationTransaction
       1962  7A1 000238F0 ZwQueryInformationTransactionManager
       1963  7A2 00023900 ZwQueryInformationWorkerFactory
       1964  7A3 00023910 ZwQueryInstallUILanguage
       1965  7A4 00023920 ZwQueryIntervalProfile
       1966  7A5 00023930 ZwQueryIoCompletion
       1967  7A6 00022610 ZwQueryKey
       1968  7A7 00023940 ZwQueryLicenseValue
       1969  7A8 00023950 ZwQueryMultipleValueKey
       1970  7A9 00023960 ZwQueryMutant
       1971  7AA 000225B0 ZwQueryObject
       1972  7AB 00023970 ZwQueryOpenSubKeys
       1973  7AC 00023980 ZwQueryOpenSubKeysEx
       1974  7AD 000227C0 ZwQueryPerformanceCounter
       1975  7AE 00023990 ZwQueryPortInformationProcess
       1976  7AF 000239A0 ZwQueryQuotaInformationFile
       1977  7B0 000229C0 ZwQuerySection
       1978  7B1 000239B0 ZwQuerySecurityAttributesToken
       1979  7B2 000239C0 ZwQuerySecurityObject
       1980  7B3 000239D0 ZwQuerySecurityPolicy
       1981  7B4 000239E0 ZwQuerySemaphore
       1982  7B5 000239F0 ZwQuerySymbolicLinkObject
       1983  7B6 00023A00 ZwQuerySystemEnvironmentValue
       1984  7B7 00023A10 ZwQuerySystemEnvironmentValueEx
       1985  7B8 00022810 ZwQuerySystemInformation
       1986  7B9 00023A20 ZwQuerySystemInformationEx
       1987  7BA 00022A50 ZwQuerySystemTime
       1988  7BB 00022830 ZwQueryTimer
       1989  7BC 00023A30 ZwQueryTimerResolution
       1990  7BD 00022620 ZwQueryValueKey
       1991  7BE 000226E0 ZwQueryVirtualMemory
       1992  7BF 00022940 ZwQueryVolumeInformationFile
       1993  7C0 00023A40 ZwQueryWnfStateData
       1994  7C1 00023A50 ZwQueryWnfStateNameInformation
       1995  7C2 00022900 ZwQueueApcThread
       1996  7C3 00023A60 ZwQueueApcThreadEx
       1997  7C4 00023A70 ZwRaiseException
       1998  7C5 00023A80 ZwRaiseHardError
       1999  7C6 00022510 ZwReadFile
       2000  7C7 00022790 ZwReadFileScatter
       2001  7C8 00023A90 ZwReadOnlyEnlistment
       2002  7C9 000229F0 ZwReadRequestData
       2003  7CA 000228A0 ZwReadVirtualMemory
       2004  7CB 00023AA0 ZwRecoverEnlistment
       2005  7CC 00023AB0 ZwRecoverResourceManager
       2006  7CD 00023AC0 ZwRecoverTransactionManager
       2007  7CE 00023AD0 ZwRegisterProtocolAddressInformation
       2008  7CF 00023AE0 ZwRegisterThreadTerminatePort
       2009  7D0 00023AF0 ZwReleaseKeyedEvent
       2010  7D1 000226B0 ZwReleaseMutant
       2011  7D2 00022550 ZwReleaseSemaphore
       2012  7D3 00023B00 ZwReleaseWorkerFactoryWorker
       2013  7D4 00022540 ZwRemoveIoCompletion
       2014  7D5 00023B10 ZwRemoveIoCompletionEx
       2015  7D6 00023B20 ZwRemoveProcessDebug
       2016  7D7 00023B30 ZwRenameKey
       2017  7D8 00023B40 ZwRenameTransactionManager
       2018  7D9 00023B50 ZwReplaceKey
       2019  7DA 00023B60 ZwReplacePartitionUnit
       2020  7DB 00022570 ZwReplyPort
       2021  7DC 00022560 ZwReplyWaitReceivePort
       2022  7DD 00022760 ZwReplyWaitReceivePortEx
       2023  7DE 00023B70 ZwReplyWaitReplyPort
       2024  7DF 00023B80 ZwRequestPort
       2025  7E0 000226D0 ZwRequestWaitReplyPort
       2026  7E1 00023B90 ZwResetEvent
       2027  7E2 00023BA0 ZwResetWriteWatch
       2028  7E3 00023BB0 ZwRestoreKey
       2029  7E4 00023BC0 ZwResumeProcess
       2030  7E5 000229D0 ZwResumeThread
       2031  7E6 00023BD0 ZwRevertContainerImpersonation
       2032  7E7 00023BE0 ZwRollbackComplete
       2033  7E8 00023BF0 ZwRollbackEnlistment
       2034  7E9 00023C00 ZwRollbackRegistryTransaction
       2035  7EA 00023C10 ZwRollbackTransaction
       2036  7EB 00023C20 ZwRollforwardTransactionManager
       2037  7EC 00023C30 ZwSaveKey
       2038  7ED 00023C40 ZwSaveKeyEx
       2039  7EE 00023C50 ZwSaveMergedKeys
       2040  7EF 00023C60 ZwSecureConnectPort
       2041  7F0 00023C70 ZwSerializeBoot
       2042  7F1 00023C80 ZwSetBootEntryOrder
       2043  7F2 00023C90 ZwSetBootOptions
       2044  7F3 00023CA0 ZwSetCachedSigningLevel
       2045  7F4 00023CB0 ZwSetCachedSigningLevel2
       2046  7F5 00023CC0 ZwSetContextThread
       2047  7F6 00023CD0 ZwSetDebugFilterState
       2048  7F7 00023CE0 ZwSetDefaultHardErrorPort
       2049  7F8 00023CF0 ZwSetDefaultLocale
       2050  7F9 00023D00 ZwSetDefaultUILanguage
       2051  7FA 00023D10 ZwSetDriverEntryOrder
       2052  7FB 00023D20 ZwSetEaFile
       2053  7FC 00022590 ZwSetEvent
       2054  7FD 00022780 ZwSetEventBoostPriority
       2055  7FE 00023D30 ZwSetHighEventPair
       2056  7FF 00023D40 ZwSetHighWaitLowEventPair
       2057  800 00023D50 ZwSetIRTimer
       2058  801 00023D60 ZwSetInformationDebugObject
       2059  802 00023D70 ZwSetInformationEnlistment
       2060  803 00022720 ZwSetInformationFile
       2061  804 00023D80 ZwSetInformationJobObject
       2062  805 00023D90 ZwSetInformationKey
       2063  806 00022A70 ZwSetInformationObject
       2064  807 00022670 ZwSetInformationProcess
       2065  808 00023DA0 ZwSetInformationResourceManager
       2066  809 00023DB0 ZwSetInformationSymbolicLink
       2067  80A 00022580 ZwSetInformationThread
       2068  80B 00023DC0 ZwSetInformationToken
       2069  80C 00023DD0 ZwSetInformationTransaction
       2070  80D 00023DE0 ZwSetInformationTransactionManager
       2071  80E 00023DF0 ZwSetInformationVirtualMemory
       2072  80F 00023E00 ZwSetInformationWorkerFactory
       2073  810 00023E10 ZwSetIntervalProfile
       2074  811 00023E20 ZwSetIoCompletion
       2075  812 00023E30 ZwSetIoCompletionEx
       2076  813 00023E40 ZwSetLdtEntries
       2077  814 00023E50 ZwSetLowEventPair
       2078  815 00023E60 ZwSetLowWaitHighEventPair
       2079  816 00023E70 ZwSetQuotaInformationFile
       2080  817 00023E80 ZwSetSecurityObject
       2081  818 00023E90 ZwSetSystemEnvironmentValue
       2082  819 00023EA0 ZwSetSystemEnvironmentValueEx
       2083  81A 00023EB0 ZwSetSystemInformation
       2084  81B 00023EC0 ZwSetSystemPowerState
       2085  81C 00023ED0 ZwSetSystemTime
       2086  81D 00023EE0 ZwSetThreadExecutionState
       2087  81E 00022AD0 ZwSetTimer
       2088  81F 00023EF0 ZwSetTimer2
       2089  820 00023F00 ZwSetTimerEx
       2090  821 00023F10 ZwSetTimerResolution
       2091  822 00023F20 ZwSetUuidSeed
       2092  823 00022AB0 ZwSetValueKey
       2093  824 00023F30 ZwSetVolumeInformationFile
       2094  825 00023F40 ZwSetWnfProcessNotificationEvent
       2095  826 00023F50 ZwShutdownSystem
       2096  827 00023F60 ZwShutdownWorkerFactory
       2097  828 00023F70 ZwSignalAndWaitForSingleObject
       2098  829 00023F80 ZwSinglePhaseReject
       2099  82A 00023F90 ZwStartProfile
       2100  82B 00023FA0 ZwStopProfile
       2101  82C 00023FB0 ZwSubscribeWnfStateChange
       2102  82D 00023FC0 ZwSuspendProcess
       2103  82E 00023FD0 ZwSuspendThread
       2104  82F 00023FE0 ZwSystemDebugControl
       2105  830 00023FF0 ZwTerminateEnclave
       2106  831 00024000 ZwTerminateJobObject
       2107  832 00022770 ZwTerminateProcess
       2108  833 000229E0 ZwTerminateThread
       2109  834 00024010 ZwTestAlert
       2110  835 00024020 ZwThawRegistry
       2111  836 00024030 ZwThawTransactions
       2112  837 00024040 ZwTraceControl
       2113  838 00022A90 ZwTraceEvent
       2114  839 00024050 ZwTranslateFilePath
       2115  83A 00024060 ZwUmsThreadYield
       2116  83B 00024070 ZwUnloadDriver
       2117  83C 00024080 ZwUnloadKey
       2118  83D 00024090 ZwUnloadKey2
       2119  83E 000240A0 ZwUnloadKeyEx
       2120  83F 000240B0 ZwUnlockFile
       2121  840 000240C0 ZwUnlockVirtualMemory
       2122  841 00022750 ZwUnmapViewOfSection
       2123  842 000240D0 ZwUnmapViewOfSectionEx
       2124  843 000240E0 ZwUnsubscribeWnfStateChange
       2125  844 000240F0 ZwUpdateWnfStateData
       2126  845 00024100 ZwVdmControl
       2127  846 00024110 ZwWaitForAlertByThreadId
       2128  847 00024120 ZwWaitForDebugEvent
       2129  848 00024130 ZwWaitForKeyedEvent
       2130  849 00022A60 ZwWaitForMultipleObjects
       2131  84A 00022650 ZwWaitForMultipleObjects32
       2132  84B 000224F0 ZwWaitForSingleObject
       2133  84C 00024140 ZwWaitForWorkViaWorkerFactory
       2134  84D 00024150 ZwWaitHighEventPair
       2135  84E 00024160 ZwWaitLowEventPair
       2136  84F 000224C0 ZwWorkerFactoryWorkerReady
       2137  850 00022530 ZwWriteFile
       2138  851 00022660 ZwWriteFileGather
